step,method,q,seed,ablation,effort_mean,agent1_effort,agent2_effort,theoretical_effort
94,Gradient,35.0,42,baseline,43.88368338571196,43.88368338571196,43.88368338571196,45.45454545454545
95,Gradient,35.0,42,baseline,43.892305269947414,43.892305269947414,43.892305269947414,45.45454545454545
96,Gradient,35.0,42,baseline,43.900879733819785,43.900879733819785,43.900879733819785,45.45454545454545
97,Gradient,35.0,42,baseline,43.90940703814089,43.90940703814089,43.90940703814089,45.45454545454545
98,Gradient,35.0,42,baseline,43.91788744228814,43.91788744228814,43.91788744228814,45.45454545454545
99,Gradient,35.0,42,baseline,43.92632120421253,43.92632120421253,43.92632120421253,45.45454545454545
100,Gradient,35.0,42,baseline,43.934708580446404,43.934708580446404,43.934708580446404,45.45454545454545
101,Gradient,35.0,42,baseline,43.94304982611103,43.94304982611103,43.94304982611103,45.45454545454545
102,Gradient,35.0,42,baseline,43.95134519492444,43.95134519492444,43.95134519492444,45.45454545454545
103,Gradient,35.0,42,baseline,43.959594939209374,43.959594939209374,43.959594939209374,45.45454545454545
104,Gradient,35.0,42,baseline,43.96779930990086,43.96779930990086,43.96779930990086,45.45454545454545
105,Gradient,35.0,42,baseline,43.9759585565534,43.9759585565534,43.9759585565534,45.45454545454545
106,Gradient,35.0,42,baseline,43.98407292734935,43.98407292734935,43.98407292734935,45.45454545454545
107,Gradient,35.0,42,baseline,43.99214266910595,43.99214266910595,43.99214266910595,45.45454545454545
108,Gradient,35.0,42,baseline,44.00016802728297,44.00016802728297,44.00016802728297,45.45454545454545
109,Gradient,35.0,42,baseline,44.00814924599001,44.00814924599001,44.00814924599001,45.45454545454545
110,Gradient,35.0,42,baseline,44.016086567994115,44.016086567994115,44.016086567994115,45.45454545454545
111,Gradient,35.0,42,baseline,44.02398023472727,44.02398023472727,44.02398023472727,45.45454545454545
112,Gradient,35.0,42,baseline,44.031830486293295,44.031830486293295,44.031830486293295,45.45454545454545
113,Gradient,35.0,42,baseline,44.03963756147563,44.03963756147563,44.03963756147563,45.45454545454545
114,Gradient,35.0,42,baseline,44.04740169774443,44.04740169774443,44.04740169774443,45.45454545454545
115,Gradient,35.0,42,baseline,44.05512313126378,44.05512313126378,44.05512313126378,45.45454545454545
116,Gradient,35.0,42,baseline,44.06280209689891,44.06280209689891,44.06280209689891,45.45454545454545
117,Gradient,35.0,42,baseline,44.070438828223004,44.070438828223004,44.070438828223004,45.45454545454545
118,Gradient,35.0,42,baseline,44.07803355752479,44.07803355752479,44.07803355752479,45.45454545454545
119,Gradient,35.0,42,baseline,44.08558651581537,44.08558651581537,44.08558651581537,45.45454545454545
120,Gradient,35.0,42,baseline,44.093097932835306,44.093097932835306,44.093097932835306,45.45454545454545
121,Gradient,35.0,42,baseline,44.10056803706161,44.10056803706161,44.10056803706161,45.45454545454545
122,Gradient,35.0,42,baseline,44.10799705571486,44.10799705571486,44.10799705571486,45.45454545454545
123,Gradient,35.0,42,baseline,44.11538521476541,44.11538521476541,44.11538521476541,45.45454545454545
124,Gradient,35.0,42,baseline,44.122732738941274,44.122732738941274,44.122732738941274,45.45454545454545
125,Gradient,35.0,42,baseline,44.13003985173412,44.13003985173412,44.13003985173412,45.45454545454545
126,Gradient,35.0,42,baseline,44.13730677540671,44.13730677540671,44.13730677540671,45.45454545454545
127,Gradient,35.0,42,baseline,44.14453373099901,44.14453373099901,44.14453373099901,45.45454545454545
128,Gradient,35.0,42,baseline,44.15172093833551,44.15172093833551,44.15172093833551,45.45454545454545
129,Gradient,35.0,42,baseline,44.15886861603167,44.15886861603167,44.15886861603167,45.45454545454545
130,Gradient,35.0,42,baseline,44.16597698150047,44.16597698150047,44.16597698150047,45.45454545454545
131,Gradient,35.0,42,baseline,44.17304625095929,44.17304625095929,44.17304625095929,45.45454545454545
132,Gradient,35.0,42,baseline,44.180076639436,44.180076639436,44.180076639436,45.45454545454545
133,Gradient,35.0,42,baseline,44.18706836077612,44.18706836077612,44.18706836077612,45.45454545454545
134,Gradient,35.0,42,baseline,44.19402162764884,44.19402162764884,44.19402162764884,45.45454545454545
135,Gradient,35.0,42,baseline,44.20093665155388,44.20093665155388,44.20093665155388,45.45454545454545
136,Gradient,35.0,42,baseline,44.20781364282743,44.20781364282743,44.20781364282743,45.45454545454545
137,Gradient,35.0,42,baseline,44.21465281064895,44.21465281064895,44.21465281064895,45.45454545454545
138,Gradient,35.0,42,baseline,44.22145436304747,44.22145436304747,44.22145436304747,45.45454545454545
139,Gradient,35.0,42,baseline,44.22821850690772,44.22821850690772,44.22821850690772,45.45454545454545
140,Gradient,35.0,42,baseline,44.23494544797679,44.23494544797679,44.23494544797679,45.45454545454545
141,Gradient,35.0,42,baseline,44.241635390869895,44.241635390869895,44.241635390869895,45.45454545454545
142,Gradient,35.0,42,baseline,44.248288539077144,44.248288539077144,44.248288539077144,45.45454545454545
143,Gradient,35.0,42,baseline,44.25490509496922,44.25490509496922,44.25490509496922,45.45454545454545
144,Gradient,35.0,42,baseline,44.26148525980401,44.26148525980401,44.26148525980401,45.45454545454545
145,Gradient,35.0,42,baseline,44.2680292337322,44.2680292337322,44.2680292337322,45.45454545454545
146,Gradient,35.0,42,baseline,44.27453721580367,44.27453721580367,44.27453721580367,45.45454545454545
147,Gradient,35.0,42,baseline,44.281009403973854,44.281009403973854,44.281009403973854,45.45454545454545
148,Gradient,35.0,42,baseline,44.28744599510905,44.28744599510905,44.28744599510905,45.45454545454545
149,Gradient,35.0,42,baseline,44.293847184992984,44.293847184992984,44.293847184992984,45.45454545454545
150,Gradient,35.0,42,baseline,44.30021316833246,44.30021316833246,44.30021316833246,45.45454545454545
151,Gradient,35.0,42,baseline,44.3065441387637,44.3065441387637,44.3065441387637,45.45454545454545
152,Gradient,35.0,42,baseline,44.31284028885743,44.31284028885743,44.31284028885743,45.45454545454545
153,Gradient,35.0,42,baseline,44.3191018101258,44.3191018101258,44.3191018101258,45.45454545454545
154,Gradient,35.0,42,baseline,44.32532889302713,44.32532889302713,44.32532889302713,45.45454545454545
155,Gradient,35.0,42,baseline,44.33152172697245,44.33152172697245,44.33152172697245,45.45454545454545
156,Gradient,35.0,42,baseline,44.33768050033108,44.33768050033108,44.33768050033108,45.45454545454545
157,Gradient,35.0,42,baseline,44.343805400436295,44.343805400436295,44.343805400436295,45.45454545454545
158,Gradient,35.0,42,baseline,44.34989661359083,44.34989661359083,44.34989661359083,45.45454545454545
159,Gradient,35.0,42,baseline,44.35595432507304,44.35595432507304,44.35595432507304,45.45454545454545
160,Gradient,35.0,42,baseline,44.3619787191422,44.3619787191422,44.3619787191422,45.45454545454545
161,Gradient,35.0,42,baseline,44.36796997904384,44.36796997904384,44.36796997904384,45.45454545454545
162,Gradient,35.0,42,baseline,44.373928287016184,44.373928287016184,44.373928287016184,45.45454545454545
163,Gradient,35.0,42,baseline,44.379853824294706,44.379853824294706,44.379853824294706,45.45454545454545
164,Gradient,35.0,42,baseline,44.385746771118114,44.385746771118114,44.385746771118114,45.45454545454545
165,Gradient,35.0,42,baseline,44.39160730673392,44.39160730673392,44.39160730673392,45.45454545454545
166,Gradient,35.0,42,baseline,44.397435609403956,44.397435609403956,44.397435609403956,45.45454545454545
167,Gradient,35.0,42,baseline,44.40323185640921,44.40323185640921,44.40323185640921,45.45454545454545
168,Gradient,35.0,42,baseline,44.408996224055976,44.408996224055976,44.408996224055976,45.45454545454545
169,Gradient,35.0,42,baseline,44.41472888768067,44.41472888768067,44.41472888768067,45.45454545454545
170,Gradient,35.0,42,baseline,44.420430021655356,44.420430021655356,44.420430021655356,45.45454545454545
171,Gradient,35.0,42,baseline,44.42609979939333,44.42609979939333,44.42609979939333,45.45454545454545
172,Gradient,35.0,42,baseline,44.431738393353626,44.431738393353626,44.431738393353626,45.45454545454545
173,Gradient,35.0,42,baseline,44.43734597504717,44.43734597504717,44.43734597504717,45.45454545454545
174,Gradient,35.0,42,baseline,44.442922715041526,44.442922715041526,44.442922715041526,45.45454545454545
175,Gradient,35.0,42,baseline,44.44846878296588,44.44846878296588,44.44846878296588,45.45454545454545
176,Gradient,35.0,42,baseline,44.453984347516524,44.453984347516524,44.453984347516524,45.45454545454545
177,Gradient,35.0,42,baseline,44.45946957646225,44.45946957646225,44.45946957646225,45.45454545454545
178,Gradient,35.0,42,baseline,44.4649246366487,44.4649246366487,44.4649246366487,45.45454545454545
179,Gradient,35.0,42,baseline,44.47034969400416,44.47034969400416,44.47034969400416,45.45454545454545
180,Gradient,35.0,42,baseline,44.47574491354418,44.47574491354418,44.47574491354418,45.45454545454545
181,Gradient,35.0,42,baseline,44.48111045937682,44.48111045937682,44.48111045937682,45.45454545454545
182,Gradient,35.0,42,baseline,44.48644649470731,44.48644649470731,44.48644649470731,45.45454545454545
183,Gradient,35.0,42,baseline,44.49175318184347,44.49175318184347,44.49175318184347,45.45454545454545
184,Gradient,35.0,42,baseline,44.49703068220031,44.49703068220031,44.49703068220031,45.45454545454545
185,Gradient,35.0,42,baseline,44.502279156305306,44.502279156305306,44.502279156305306,45.45454545454545
186,Gradient,35.0,42,baseline,44.50749876380264,44.50749876380264,44.50749876380264,45.45454545454545
187,Gradient,35.0,42,baseline,44.51268966345875,44.51268966345875,44.51268966345875,45.45454545454545
188,Gradient,35.0,42,baseline,44.517852013166795,44.517852013166795,44.517852013166795,45.45454545454545
189,Gradient,35.0,42,baseline,44.52298596995149,44.52298596995149,44.52298596995149,45.45454545454545
190,Gradient,35.0,42,baseline,44.52809168997382,44.52809168997382,44.52809168997382,45.45454545454545
191,Gradient,35.0,42,baseline,44.53316932853599,44.53316932853599,44.53316932853599,45.45454545454545
192,Gradient,35.0,42,baseline,44.538219040086126,44.538219040086126,44.538219040086126,45.45454545454545
193,Gradient,35.0,42,baseline,44.54324097822269,44.54324097822269,44.54324097822269,45.45454545454545
194,Gradient,35.0,42,baseline,44.5482352956995,44.5482352956995,44.5482352956995,45.45454545454545
195,Gradient,35.0,42,baseline,44.55320214443014,44.55320214443014,44.55320214443014,45.45454545454545
196,Gradient,35.0,42,baseline,44.55814167549287,44.55814167549287,44.55814167549287,45.45454545454545
197,Gradient,35.0,42,baseline,44.563054039134734,44.563054039134734,44.563054039134734,45.45454545454545
198,Gradient,35.0,42,baseline,44.56793938477643,44.56793938477643,44.56793938477643,45.45454545454545
199,Gradient,35.0,42,baseline,44.57279786101709,44.57279786101709,44.57279786101709,45.45454545454545
200,Gradient,35.0,42,baseline,44.57762961563838,44.57762961563838,44.57762961563838,45.45454545454545
201,Gradient,35.0,42,baseline,44.582434795609416,44.582434795609416,44.582434795609416,45.45454545454545
202,Gradient,35.0,42,baseline,44.5872135470905,44.5872135470905,44.5872135470905,45.45454545454545
203,Gradient,35.0,42,baseline,44.591966015438466,44.591966015438466,44.591966015438466,45.45454545454545
204,Gradient,35.0,42,baseline,44.59669234521058,44.59669234521058,44.59669234521058,45.45454545454545
205,Gradient,35.0,42,baseline,44.601392680169056,44.601392680169056,44.601392680169056,45.45454545454545
206,Gradient,35.0,42,baseline,44.606067163285196,44.606067163285196,44.606067163285196,45.45454545454545
207,Gradient,35.0,42,baseline,44.61071593674404,44.61071593674404,44.61071593674404,45.45454545454545
208,Gradient,35.0,42,baseline,44.61533914194894,44.61533914194894,44.61533914194894,45.45454545454545
209,Gradient,35.0,42,baseline,44.61993691952527,44.61993691952527,44.61993691952527,45.45454545454545
210,Gradient,35.0,42,baseline,44.62450940932496,44.62450940932496,44.62450940932496,45.45454545454545
211,Gradient,35.0,42,baseline,44.629056750430735,44.629056750430735,44.629056750430735,45.45454545454545
212,Gradient,35.0,42,baseline,44.633579081160406,44.633579081160406,44.633579081160406,45.45454545454545
213,Gradient,35.0,42,baseline,44.638076539071164,44.638076539071164,44.638076539071164,45.45454545454545
214,Gradient,35.0,42,baseline,44.64254926096336,44.64254926096336,44.64254926096336,45.45454545454545
215,Gradient,35.0,42,baseline,44.646997382885154,44.646997382885154,44.646997382885154,45.45454545454545
216,Gradient,35.0,42,baseline,44.65142104013633,44.65142104013633,44.65142104013633,45.45454545454545
217,Gradient,35.0,42,baseline,44.655820367272575,44.655820367272575,44.655820367272575,45.45454545454545
218,Gradient,35.0,42,baseline,44.66019549810964,44.66019549810964,44.66019549810964,45.45454545454545
219,Gradient,35.0,42,baseline,44.66454656572717,44.66454656572717,44.66454656572717,45.45454545454545
220,Gradient,35.0,42,baseline,44.66887370247276,44.66887370247276,44.66887370247276,45.45454545454545
221,Gradient,35.0,42,baseline,44.67317703996622,44.67317703996622,44.67317703996622,45.45454545454545
222,Gradient,35.0,42,baseline,44.67745670910352,44.67745670910352,44.67745670910352,45.45454545454545
223,Gradient,35.0,42,baseline,44.68171284006052,44.68171284006052,44.68171284006052,45.45454545454545
224,Gradient,35.0,42,baseline,44.68594556229723,44.68594556229723,44.68594556229723,45.45454545454545
225,Gradient,35.0,42,baseline,44.69015500456154,44.69015500456154,44.69015500456154,45.45454545454545
226,Gradient,35.0,42,baseline,44.69434129489348,44.69434129489348,44.69434129489348,45.45454545454545
227,Gradient,35.0,42,baseline,44.69850456062864,44.69850456062864,44.69850456062864,45.45454545454545
228,Gradient,35.0,42,baseline,44.70264492840227,44.70264492840227,44.70264492840227,45.45454545454545
229,Gradient,35.0,42,baseline,44.70676252415308,44.70676252415308,44.70676252415308,45.45454545454545
230,Gradient,35.0,42,baseline,44.71085747312721,44.71085747312721,44.71085747312721,45.45454545454545
231,Gradient,35.0,42,baseline,44.71492989988203,44.71492989988203,44.71492989988203,45.45454545454545
232,Gradient,35.0,42,baseline,44.718979928289784,44.718979928289784,44.718979928289784,45.45454545454545
233,Gradient,35.0,42,baseline,44.72300768154126,44.72300768154126,44.72300768154126,45.45454545454545
234,Gradient,35.0,42,baseline,44.7270132821498,44.7270132821498,44.7270132821498,45.45454545454545
235,Gradient,35.0,42,baseline,44.730996851954934,44.730996851954934,44.730996851954934,45.45454545454545
236,Gradient,35.0,42,baseline,44.734958512126184,44.734958512126184,44.734958512126184,45.45454545454545
237,Gradient,35.0,42,baseline,44.738898383166486,44.738898383166486,44.738898383166486,45.45454545454545
238,Gradient,35.0,42,baseline,44.742816584915985,44.742816584915985,44.742816584915985,45.45454545454545
239,Gradient,35.0,42,baseline,44.74671323655601,44.74671323655601,44.74671323655601,45.45454545454545
240,Gradient,35.0,42,baseline,44.750588456612086,44.750588456612086,44.750588456612086,45.45454545454545
241,Gradient,35.0,42,baseline,44.7544423629577,44.7544423629577,44.7544423629577,45.45454545454545
242,Gradient,35.0,42,baseline,44.75827507281851,44.75827507281851,44.75827507281851,45.45454545454545
243,Gradient,35.0,42,baseline,44.762086702775065,44.762086702775065,44.762086702775065,45.45454545454545
244,Gradient,35.0,42,baseline,44.76587736876683,44.76587736876683,44.76587736876683,45.45454545454545
245,Gradient,35.0,42,baseline,44.769647186095575,44.769647186095575,44.769647186095575,45.45454545454545
246,Gradient,35.0,42,baseline,44.77339626942902,44.77339626942902,44.77339626942902,45.45454545454545
247,Gradient,35.0,42,baseline,44.777124732804175,44.777124732804175,44.777124732804175,45.45454545454545
248,Gradient,35.0,42,baseline,44.78083268963087,44.78083268963087,44.78083268963087,45.45454545454545
249,Gradient,35.0,42,baseline,44.784520252694996,44.784520252694996,44.784520252694996,45.45454545454545
250,Gradient,35.0,42,baseline,44.78818753416216,44.78818753416216,44.78818753416216,45.45454545454545
251,Gradient,35.0,42,baseline,44.791834645581254,44.791834645581254,44.791834645581254,45.45454545454545
252,Gradient,35.0,42,baseline,44.79546169788753,44.79546169788753,44.79546169788753,45.45454545454545
253,Gradient,35.0,42,baseline,44.799068801406186,44.799068801406186,44.799068801406186,45.45454545454545
254,Gradient,35.0,42,baseline,44.802656065855565,44.802656065855565,44.802656065855565,45.45454545454545
255,Gradient,35.0,42,baseline,44.80622360035027,44.80622360035027,44.80622360035027,45.45454545454545
256,Gradient,35.0,42,baseline,44.80977151340529,44.80977151340529,44.80977151340529,45.45454545454545
257,Gradient,35.0,42,baseline,44.813299912938504,44.813299912938504,44.813299912938504,45.45454545454545
258,Gradient,35.0,42,baseline,44.8168089062744,44.8168089062744,44.8168089062744,45.45454545454545
259,Gradient,35.0,42,baseline,44.82029860014694,44.82029860014694,44.82029860014694,45.45454545454545
260,Gradient,35.0,42,baseline,44.823769100703096,44.823769100703096,44.823769100703096,45.45454545454545
261,Gradient,35.0,42,baseline,44.82722051350632,44.82722051350632,44.82722051350632,45.45454545454545
262,Gradient,35.0,42,baseline,44.830652943538965,44.830652943538965,44.830652943538965,45.45454545454545
263,Gradient,35.0,42,baseline,44.83406649520652,44.83406649520652,44.83406649520652,45.45454545454545
264,Gradient,35.0,42,baseline,44.83746127233992,44.83746127233992,44.83746127233992,45.45454545454545
265,Gradient,35.0,42,baseline,44.84083737819913,44.84083737819913,44.84083737819913,45.45454545454545
266,Gradient,35.0,42,baseline,44.844194915476116,44.844194915476116,44.844194915476116,45.45454545454545
267,Gradient,35.0,42,baseline,44.84753398629807,44.84753398629807,44.84753398629807,45.45454545454545
268,Gradient,35.0,42,baseline,44.850854692230406,44.850854692230406,44.850854692230406,45.45454545454545
269,Gradient,35.0,42,baseline,44.85415713428023,44.85415713428023,44.85415713428023,45.45454545454545
270,Gradient,35.0,42,baseline,44.85744141289885,44.85744141289885,44.85744141289885,45.45454545454545
271,Gradient,35.0,42,baseline,44.86070762798502,44.86070762798502,44.86070762798502,45.45454545454545
272,Gradient,35.0,42,baseline,44.863955878888056,44.863955878888056,44.863955878888056,45.45454545454545
273,Gradient,35.0,42,baseline,44.867186264411245,44.867186264411245,44.867186264411245,45.45454545454545
274,Gradient,35.0,42,baseline,44.87039888281411,44.87039888281411,44.87039888281411,45.45454545454545
275,Gradient,35.0,42,baseline,44.87359383181569,44.87359383181569,44.87359383181569,45.45454545454545
276,Gradient,35.0,42,baseline,44.876771208597816,44.876771208597816,44.876771208597816,45.45454545454545
277,Gradient,35.0,42,baseline,44.87993110980751,44.87993110980751,44.87993110980751,45.45454545454545
278,Gradient,35.0,42,baseline,44.88307363156066,44.88307363156066,44.88307363156066,45.45454545454545
279,Gradient,35.0,42,baseline,44.886198869444144,44.886198869444144,44.886198869444144,45.45454545454545
280,Gradient,35.0,42,baseline,44.88930691851925,44.88930691851925,44.88930691851925,45.45454545454545
281,Gradient,35.0,42,baseline,44.89239787332447,44.89239787332447,44.89239787332447,45.45454545454545
282,Gradient,35.0,42,baseline,44.89547182787815,44.89547182787815,44.89547182787815,45.45454545454545
283,Gradient,35.0,42,baseline,44.89852887568171,44.89852887568171,44.89852887568171,45.45454545454545
